dr_ndrugs,dr_kol,revenue,profit,abc_amount,abc_revenue,abc_profit,xyz
СПАЗМАЛГОН 2МЛ. №10 Р-Р Д/В/М АМП.,1.0,559.0,151.32999999999998,C,B,B,
СПАЗМАЛГОН ЭФФЕКТ №10 ТАБ. П/П/О,8.0,1614.0,365.71000000000004,A,B,A,Z
СПАЗМАЛГОН №20 ТАБ.,81.0,19940.99,5018.04,A,A,A,
СПАЗМАЛГОН №50 ТАБ.,16.4,9100.25,2215.032,A,A,A,Z
СПАЗМЕКС 15МГ. №30 ТАБ. П/О,5.0,3418.0,671.1000000000001,B,A,A,
СПАРЕКС 200МГ. №30 КАПС.ПРОЛОНГ. /КАНОНФАРМА/,5.0,2280.2799999999997,412.01,B,A,A,
СПАРЕКС 200МГ. №60 КАПС.ПРОЛОНГ. /КАНОНФАРМА/,2.0,1269.0,98.42000000000007,B,B,B,
СПАСАТЕЛЬ БАЛЬЗАМ 30Г. ТУБА,13.0,2610.0,878.34,A,A,A,Z
СПАСАТЕЛЬ БАЛЬЗАМ Д/ДЕТЕЙ 30Г.,1.0,190.0,69.06,C,C,C,
СПЕРОТОН 5Г. №30 ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ САШЕ,1.0,2343.0,540.78,C,A,A,
СПЕЦИАЛЬНОЕ ДРАЖЕ МЕРЦ КЛАССИК 675МГ. №60 ДРАЖЕ,1.0,1368.0,375.55999999999995,C,B,A,
СПЕЦМАЗЬ ГЕЛЬ Д/ТЕЛА 150Г.,5.0,825.0,85.45000000000002,B,B,C,
СПЕЦМАЗЬ КРЕМ-БАЛЬЗАМ ОХЛАЖД. ПИХТА+МУРАВ.СПИРТ+МЕНТОЛ 44МЛ.,1.0,142.0,48.870000000000005,C,C,C,
СПЕЦМАЗЬ КРЕМ-БАЛЬЗАМ УНИВЕРСАЛЬНЫЙ (ПИХТА+МУР.СПИРТ) 44МЛ.,5.0,697.0,194.54999999999998,B,B,B,
"СПИОЛТО РЕСПИМАТ 2,5МКГ+2,5МКГ/ДОЗА 4МЛ. Р-Р Д/ИНГ. КАРТРИДЖ +ИНГ. /БЕРИНГЕР/",3.0,8821.0,383.9199999999996,B,A,A,
СПИРИВА 18МКГ. №30 КАПС. Д/ИНГ. +ИНГАЛЯТОР /БЕРИНГЕР/,1.0,2119.0,140.91000000000008,C,A,B,
СПИРУЛИНА ВЭЛ 500МГ. №120 ТАБ.,2.0,901.0,234.57999999999998,B,B,B,
СПЛАТ KIDS ЗУБНАЯ ЩЕТКА Д/ДЕТЕЙ (1204-02-01) Х 1 АКЦИЯ ПАКЕТ (4),2.0,341.76,118.38,B,C,B,
СПЛАТ ЗУБ.ПАСТА АКТИВ 100МЛ. [SPLAT],1.0,226.0,75.28,C,C,C,
СПЛАТ ЗУБ.ПАСТА АКТИВ 40МЛ. [SPLAT],1.0,124.0,52.010000000000005,C,C,C,
СПЛАТ ЗУБ.ПАСТА БИОКАЛЬЦИЙ 100МЛ. [SPLAT],2.0,365.0,114.88,B,C,B,
СПЛАТ ЗУБ.ПАСТА БИОКАЛЬЦИЙ 40МЛ. [SPLAT],1.0,123.0,33.769999999999996,C,C,C,
СПЛАТ ЗУБ.ПАСТА ЗЕЛЕНЫЙ ЧАЙ 100МЛ. [SPLAT],2.0,401.0,141.25,B,C,B,
СПЛАТ ЗУБ.ПАСТА ЛЕЧЕБНЫЕ ТРАВЫ 100МЛ. [SPLAT],1.0,164.0,48.379999999999995,C,C,C,
СПЛАТ ЗУБ.ПАСТА ОТБЕЛ. ПЛЮС 100МЛ. [SPLAT],1.0,229.0,81.44,C,C,C,
СПЛАТ ЗУБ.ПАСТА СЕНСИТИВ 100МЛ. [SPLAT],1.0,173.0,57.480000000000004,C,C,C,
СПЛАТ ЗУБ.ПАСТА СПЕШИАЛ БЛЕКВУД/ЧЕРНОЕ ДЕРЕВО 75МЛ. [SPLAT],2.0,522.0,131.07999999999998,B,B,B,
СПЛАТ ЗУБ.ПАСТА СПЕШИАЛ МОРСКИЕ МИНЕРАЛЫ ОТБЕЛ. 75МЛ. [SPLAT],1.0,236.0,81.94,C,C,C,
СПЛАТ ЗУБ.ПАСТА СПЕШИАЛ ЧЕРНЫЙ ЛОТОС ОТБЕЛ. 75МЛ. [SPLAT],1.0,274.0,95.43,C,C,C,
СПЛАТ ЗУБ.ПАСТА УЛЬТРАКОМПЛЕКС 100МЛ. [SPLAT],1.0,181.0,50.16,C,C,C,
СПЛАТ ЗУБ.ЩЕТКА BLACKWOOD СРЕДНЯЯ [SPLAT],1.0,224.0,77.86000000000001,C,C,C,
СПЛАТ ЗУБ.ЩЕТКА КИДС ЮНИОР 4+ ЛЕТ С ИОНАМИ СЕРЕБРА МЯГКАЯ [SPLAT],1.0,274.0,94.91999999999999,C,C,C,
СПЛАТ ЗУБ.ЩЕТКА КЛИНИК КЕА МЕДИУМ КОРАЛЛ. [SPLAT],1.0,275.0,95.41,C,C,C,
СПЛАТ ИННОВА ЗУБ.ЩЕТКА СЕНСИТИВ ИОНЫ СЕРЕБРА [INNOVA],1.0,269.0,93.41,C,C,C,
СПЛАТ ПРОФЕССИОНАЛ ЗУБ.НИТЬ БЕРГАМОТ+ЛАЙМ 30М. /ФБ-601/ [SPLAT],5.0,1418.0,461.31000000000006,B,B,A,
СПЛАТ ПРОФЕССИОНАЛ ЗУБ.НИТЬ КЛУБНИКА 30М. /ФЗ-603/ [SPLAT],3.0,797.0,276.0,B,B,B,
СПЛАТ ПРОФЕССИОНАЛ ЗУБ.НИТЬ МЯТА СЕРЕБ. 30М. /ФС-604/ [SPLAT],8.0,2183.72,635.22,A,A,A,Z
СПЛАТ ПРОФЕССИОНАЛ ЗУБ.ЩЕТКА УАЙТНИНГ СРЕДНЯЯ [SPLAT],1.0,160.0,44.540000000000006,C,C,C,
СПЛАТ ПРОФЕССИОНАЛ НАБОР ДОРОЖНЫЙ (ЗУБ.ПАСТА БИОКАЛЬЦИЙ 40МЛ.+ЗУБ.ЩЕТКА) [SPLAT],1.0,194.0,67.28,C,C,C,
СПЛАТ ПРОФЕССИОНАЛ НАБОР ДОРОЖНЫЙ (ЗУБ.ПАСТА ОТБЕЛ. ПЛЮС 40МЛ.+ЗУБ.ЩЕТКА) [SPLAT],1.0,115.9,12.93,C,C,,
СПРИНЦОВКА ПВХ №1А МЯГК.НАКОН. ПЛАСТИЗ.,3.0,200.0,70.24,B,C,C,
СПРИНЦОВКА ПВХ №6А МЯГК.НАКОН. ПЛАСТИЗ.,1.0,209.0,74.47999999999999,C,C,C,
СПРИНЦОВКА ПВХ №9А МЯГК.НАКОН. ПЛАСТИЗ.,2.0,321.0,112.95,B,C,B,
СПРИНЦОВКА-АСПИРАТОР САИ Б1-3 СТЕКЛ.НАКОНЕЧНИК И/М,1.0,259.0,11.719999999999999,C,C,,
СТАРЫЙ ИСТОЧНИК СЛАВЯНОВСКАЯ ВОДА МИНЕР. ЭЛИТНАЯ 1Л.,12.0,519.0,165.71999999999997,A,B,B,
СТАТИН 1Г. №5 ПОР. ПАК. (Д/ОСТАНОВКИ КРОВОТЕЧЕНИЙ),1.8,248.60000000000002,90.75,C,C,C,
СТЕВИЯ ПЛЮС ЗАМЕНИТЕЛЬ САХАРА 100МГ. №150 ТАБ.,2.0,493.0,177.47,B,B,B,
СТЕЛЛАНИН 3% 20Г. МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА,5.0,2438.0,609.37,B,A,A,
СТЕЛЛАНИН-ПЭГ 3% 20Г. МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА,5.0,2464.0,576.6400000000001,B,A,A,Z
СТИЛЛАВИТ 10МЛ. Р-Р Д/УХОДА ЗА ГЛАЗ. УВЛАЖН. ФЛ.,6.0,4035.0,1118.65,A,A,A,Z
СТИМБИФИД 550МГ. №80 ТАБ.,4.0,2163.0,414.4,B,A,A,
СТИМОЛ 100МГ/МЛ. 10МЛ. №18 ПАК. Р-Р Д/ПРИЕМА ВНУТРЬ,1.0,1052.0,210.96000000000004,C,B,B,
СТО РЕЦ.КРАСОТЫ ВАЗЕЛИН КОСМЕТИЧ. 42МЛ. /КАЛИНА/,4.0,332.0,125.0,B,C,B,
СТО РЕЦ.КРАСОТЫ КРЕМ Д/ЛИЦА НОЧН. ЛИФТИНГ+ПИТАНИЕ 50МЛ.,1.0,172.0,7.780000000000001,C,C,,
СТОДАЛЬ 200МЛ. СИРОП ФЛ.,8.0,3753.0,899.1500000000001,A,A,A,Z
"СТОМАТИДИН 0,1% 200МЛ. Р-Р Д/МЕСТН.ПРИМ. ФЛ.",1.0,293.0,71.36000000000001,C,C,C,
СТОМАТОФИТ 100МЛ. ЭКСТРАКТ Д/МЕСТ.ПРИМ. ФЛ.,10.0,4392.98,923.26,A,A,A,Y
СТОМАТОФИТ 50МЛ. ЭКСТРАКТ Д/МЕСТ.ПРИМ. ФЛ.,2.0,588.0,102.42000000000002,B,B,B,
СТОМАТОФИТ А 25МЛ. ЭКСТРАКТ Д/МЕСТ.ПРИМ. ФЛ.,1.0,255.0,52.05000000000001,C,C,C,
СТОМАТОФИТ ЭКСПЕРТ 50МЛ. СПРЕЙ Д/МЕСТ.ПРИМ. ФЛ. НАСАДКА-РАСПЫЛИТЕЛЬ,1.0,416.0,92.63999999999999,C,C,C,
"СТОПАНГИН-ТЕВА 0,2% 30МЛ. СПРЕЙ Д/МЕСТ.ПРИМ. ФЛ.",10.0,3256.76,829.0500000000001,A,A,A,Z
СТОПДИАР 100МГ. №24 ТАБ. П/П/О,1.0,381.0,105.58999999999997,C,C,B,
СТОПДИАР 200МГ. №12 КАПС.,2.0,819.0,127.10000000000002,B,B,B,
СТОПМОЛЛЮСК Р-Р Д/МЕСТ. НАНЕСЕНИЯ  НА КОЖУ Д/УДАЛ. КОНТАГИОЗНОГО МОЛЛЮСКА 5МЛ.,1.0,637.0,28.700000000000045,C,B,C,
"СТОППРОБЛЕМ КАРАНДАШ САЛИЦ. МАСКИР. А/БАКТЕР. Т.1 НАТУР. 4,7Г. [STOPPROBLEM]",1.0,167.0,47.959999999999994,C,C,C,
СТОППРОБЛЕМ ЛОСЬОН САЛИЦИЛОВЫЙ Д/КОМБ. КОЖИ Б/СПИРТА 100МЛ. [STOPPROBLEM],1.0,117.0,36.0,C,C,C,
СТОППРОБЛЕМ ЛОСЬОН САЛИЦИЛОВЫЙ Д/ЧУВСТВИТ. КОЖИ Б/СПИРТА 100МЛ. [STOPPROBLEM],1.0,145.0,52.97,C,C,C,
СТОПСЕПТ ПЛЮС 90% 100МЛ. ДЕЗ.СР-ВО ФЛ.,41.0,2586.0,975.76,A,A,A,Z
СТОПТУССИН-ФИТО 100МЛ. СИРОП С МЕДОМ ФЛ.,2.0,688.0,179.63,B,B,B,
СТРАТТЕРА 10МГ. №7 КАПС.,2.0,3394.0,152.73999999999978,B,A,B,
СТРЕЗАМ 50МГ. №60 КАПС.,3.0,6786.0,1322.8200000000002,B,A,A,
СТРЕПСИЛС ВИТ. С АПЕЛЬСИН №24 ТАБ. Д/РАСС.,10.0,2969.0,648.74,A,A,A,Z
"СТРЕПСИЛС ИНТЕНСИВ 8,75МГ/ДОЗА 15МЛ. СПРЕЙ ФЛ.",4.0,1862.0,442.17,B,A,A,X
"СТРЕПСИЛС ИНТЕНСИВ АПЕЛЬСИН 8,75МГ. №24 ТАБ. Д/РАСС. Б/САХ.",16.0,7608.0,1558.19,A,A,A,Z
"СТРЕПСИЛС ИНТЕНСИВ МЕД+ЛИМОН 8,75МГ. №24 ТАБ. Д/РАСС.",4.0,2202.0,486.65000000000003,B,A,A,X
СТРЕПСИЛС КЛУБНИКА ДЕТСК. №16 ТАБ. Д/РАСС. Б/САХ.,10.0,3087.0,777.86,A,A,A,Z
СТРЕПСИЛС ЛИМОН ДЕТСК. №16 ТАБ. Д/РАСС. Б/САХ.,2.0,495.0,109.24000000000001,B,B,B,
СТРЕПСИЛС ЛИМОН №24 ТАБ. Д/РАСС. Б/САХ.,25.0,7499.31,1648.52,A,A,A,
СТРЕПСИЛС МЕД+ЛИМОН №24 ТАБ. Д/РАСС.,28.0,8024.88,1289.41,A,A,A,Z
СТРЕПСИЛС МЕД+ЛИМОН №36 ТАБ. Д/РАСС.,12.0,4378.3099999999995,823.0200000000002,A,A,A,Z
СТРЕПСИЛС МЕНТОЛ+ЭВКАЛИПТ №24 ТАБ. Д/РАСС.,22.0,7157.26,986.4599999999998,A,A,A,Z
СТРЕПСИЛС МЕНТОЛ+ЭВКАЛИПТ №36 ТАБ. Д/РАСС.,4.0,1853.0,408.86,B,A,A,X
СТРЕПСИЛС СОГР.ЭФФЕКТ №24 ТАБ. Д/РАСС.,2.0,480.57,79.73000000000002,B,C,C,
СТРЕПСИЛС ЭКСПРЕСС 20МЛ. СПРЕЙ Д/МЕСТ.ПРИМ. ДОЗ. ФЛ.,3.0,1521.0,368.92999999999995,B,B,A,
СТРЕПСИЛС ЭКСПРЕСС №24 ТАБ. Д/РАСС.,7.0,3970.0,767.8299999999999,A,A,A,Z
СТРЕПТОЦИД 10Г. №1 ПОР. Д/НАРУЖ.ПРИМ. БАНКА ДОЗ. /ЛЕКАРЬ/,15.0,1691.0,470.18,A,A,A,Z
СТРЕПТОЦИД 2Г. №1 ПОР. Д/НАРУЖ.ПРИМ. ПАК. /АРОМАСИНТЕЗ/,2.0,46.0,16.52,B,C,C,
СТРЕПТОЦИД 2Г. №1 ПОР. Д/НАРУЖ.ПРИМ. ПАК. /ЛЮМИ/,13.0,237.0,67.32000000000001,A,C,C,
СТРЕПТОЦИД 2Г. №1 ПОР. Д/НАРУЖ.ПРИМ. ПАК. /МЕЛИГЕН/,28.0,520.0,176.07,A,B,B,Z
СТРЕПТОЦИД 2Г. №5 ПОР. Д/НАРУЖ.ПРИМ. ПАК. /САМАРАМЕДПРОМ/ТЕХНОПАРК-ЦЕНТР/,3.0,189.0,68.0,B,C,C,
СТРЕПТОЦИД 5% 30Г. ЛИНИМЕНТ ТУБА /НИЖФАРМ/,3.0,324.0,87.75,B,C,C,
СТРЕПТОЦИД 5Г. №1 ПОР. Д/НАРУЖ.ПРИМ. ПАК. /ЯРОСЛАВСКАЯ ФФ/,6.0,306.0,106.97999999999999,A,C,B,
СТРИКС №30 ТАБ. П/О,6.0,5077.34,873.06,A,A,A,Z
СТУГЕРОН 25МГ. №50 ТАБ. /ГЕДЕОН РИХТЕР/,4.0,1047.0,200.43,B,B,B,X
"СТЭЛМАС ВОДА 0,6Л. ГАЗ. [STELMAS]",10.0,353.0,133.4,A,C,B,Z
"СТЭЛМАС ВОДА 0,6Л. Н/ГАЗ. [STELMAS]",54.0,1955.23,688.0300000000001,A,A,A,Z
"СТЭЛМАС ВОДА 1,5Л. ГАЗ. [STELMAS]",5.0,248.0,93.5,B,C,C,
"СТЭЛМАС ВОДА 1,5Л. Н/ГАЗ. [STELMAS]",29.0,1456.06,542.56,A,B,A,Z
СТЭЛМАС ВОДА 5Л. Н/ГАЗ. [STELMAS],2.0,244.0,82.0,B,C,C,
"СТЭЛМАС ВОДА ДЕТСКАЯ 0,33Л. Н/ГАЗ. [STELMAS]",7.0,275.0,105.60000000000001,A,C,B,
"СТЭЛМАС ВОДА ДЕТСКАЯ 0,33Л. СПОРТ Н/ГАЗ. [STELMAS]",21.0,803.51,295.31,A,B,A,Z
"СТЭЛМАС ВОДА ДЕТСКАЯ 0,6Л. Н/ГАЗ. [STELMAS]",67.0,2610.0,990.8000000000001,A,A,A,
"СТЭЛМАС ВОДА ДЕТСКАЯ 0,6Л. Н/ГАЗ. СПОРТ [STELMAS]",10.0,419.0,161.93,A,C,B,Z
"СТЭЛМАС ВОДА ДЕТСКАЯ 1,5Л. Н/ГАЗ. [STELMAS]",1.0,55.0,21.450000000000003,C,C,C,
"СТЭЛМАС ВОДА КИСЛОРОД 0,6Л. Н/ГАЗ. ПЭТ. [STELMAS]",12.0,518.0,196.4,A,B,B,Z
"СТЭЛМАС ВОДА КИСЛОРОД 0,6Л. Н/ГАЗ. СПОРТ [STELMAS]",88.0,4315.0,1648.6,A,A,A,
"СТЭЛМАС ВОДА КИСЛОРОД 1,5Л. Н/ГАЗ. ПЭТ. [STELMAS]",10.0,585.0,219.0,A,B,B,
СТЭЛМАС ВОДА МИН.ЛЕЧ.-СТОЛ. МАГНИЙ 1Л. ГАЗ. [STELMAS],108.0,7963.46,2960.96,A,A,A,
СУВАРДИО 10МГ. №28 ТАБ. П/П/О,1.0,747.0,189.70000000000005,C,B,B,
СУВАРДИО 10МГ. №90 ТАБ. П/П/О,1.0,1274.0,226.41000000000008,C,B,B,
СУДОКРЕМ КРЕМ Д/ДЕТ. 125Г. БАНКА,3.0,2064.0,409.6099999999999,B,A,A,
"СУЛИНКА ВОДА МИНЕР. 1,25Л. ПЭТ. [SULINKA]",5.0,679.0,219.39999999999998,B,B,B,
СУЛЬГИН АВЕКСИМА 500МГ. №10 ТАБ.,3.0,207.95,43.67,B,C,C,
СУЛЬГИН АВЕКСИМА 500МГ. №20 ТАБ.,2.0,214.21,24.860000000000007,B,C,C,
СУЛЬСЕНА ШАМПУНЬ-ПАСТА П/ПЕРХОТИ 75МЛ.,1.0,164.0,59.67,C,C,C,
СУЛЬФАСАЛАЗИН 500МГ. №30 ТАБ. П/П/О /АТОЛЛ/ОЗОН/,2.0,694.0,31.360000000000014,B,B,C,
СУЛЬФАСАЛАЗИН 500МГ. №50 ТАБ. П/П/О /KRKA/,3.0,1493.58,230.34999999999997,B,B,B,
СУЛЬФАСАЛАЗИН 500МГ. №50 ТАБ. П/П/О /АТОЛЛ/ОЗОН/,5.0,1795.5,310.75000000000006,B,A,A,Z
СУЛЬФАЦИЛ-НАТРИЯ 20% 10МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП.,8.0,395.0,139.69,A,C,B,
СУЛЬФАЦИЛ-НАТРИЯ 20% 10МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП. /СЛАВЯНСКАЯ АПТЕКА/,8.0,392.5,123.36999999999999,A,C,B,Z
СУЛЬФАЦИЛ-НАТРИЯ 20% 5МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП. /БЕЛМЕДПРЕПАРАТЫ/,6.0,500.0,170.85,A,B,B,Z
СУЛЬФАЦИЛ-НАТРИЯ 20% 5МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП. /МОСКОВСКИЙ ЭНДОКРИННЫЙ ЗАВОД/,1.0,114.0,40.64,C,C,C,
СУЛЬФАЦИЛ-НАТРИЯ АЛЬБУЦИД 20% 10МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП. /ЛЕККО/,52.0,2547.63,831.53,A,A,A,Z
СУЛЬФАЦИЛ-НАТРИЯ СОЛОФАРМ 20% 5МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП. /ГРОТЕКС/,19.0,2923.0,798.92,A,A,A,Z
СУЛЬФАЦИЛ-НАТРИЯ-ДИА 20% 10МЛ. №1 ГЛ.КАПЛИ ФЛ./КАП.,10.0,404.0,145.84,A,C,B,Z
"СУЛЬФОКАМФОКАИН 50,4 МГ/МЛ+49,6 МГ/МЛ 2МЛ. №10 Р-Р Д/ИН. АМП. /ФАРМСТАНДАРТ-УФАВИТА/",1.0,155.0,33.75,C,C,C,
"СУМАМЕД 100МГ/5МЛ. 20,925Г. 20МЛ. КЛУБНИКА №1 ПОР. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. (17Г/23МЛ.) /ПЛИВА/",2.0,408.0,65.1,B,C,C,
СУМАМЕД 250МГ. №6 КАПС. /ПЛИВА/,4.0,1659.0,252.40999999999997,B,A,B,X
СУМАМЕД 500МГ. №3 ТАБ. П/П/О /ПЛИВА/,21.0,7931.16,1038.6100000000001,A,A,A,Z
"СУМАМЕД ФОРТЕ 200МГ/5МЛ. 16,74Г. 15МЛ. БАНАН №1 ПОР. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. /ПЛИВА/",2.0,501.0,85.38999999999999,B,B,C,
"СУМАМЕД ФОРТЕ 200МГ/5МЛ. 35,573Г. 37,5МЛ. МАЛИНА №1 ПОР. Д/СУСП. Д/ПРИЕМА ВНУТРЬ ФЛ. /ПЛИВА/",9.0,5097.3,443.9600000000002,A,A,A,Y
СУМАМИГРЕН 50МГ. №6 ТАБ. П/П/О,2.0,1578.0,379.49,B,B,A,
СУМАТРИПТАН 100МГ. №10 ТАБ. П/П/О /КАНОНФАРМА/,3.0,2568.0,514.86,B,A,A,
СУМАТРИПТАН 100МГ. №2 ТАБ. П/П/О /БЕРЕЗОВСКИЙ/,4.0,674.0,189.91000000000003,B,B,B,X
СУМАТРИПТАН 100МГ. №2 ТАБ. П/П/О /БИОХИМИК/,4.0,584.0,131.39,B,B,B,X
СУМАТРИПТАН 100МГ. №2 ТАБ. П/П/О /КАНОНФАРМА/,2.0,283.0,83.94,B,C,C,
СУМАТРИПТАН 50МГ. №2 ТАБ. П/П/О /БЕРЕЗОВСКИЙ/,16.0,1421.0,240.07,A,B,B,
СУМАТРИПТАН 50МГ. №2 ТАБ. П/П/О /БИОХИМИК/,4.0,480.0,151.64,B,C,B,
СУМАТРИПТАН-ТЕВА 100МГ. №2 ТАБ. П/П/О,5.0,1481.0,357.72,B,B,A,Z
СУМАТРИПТАН-ТЕВА 50МГ. №2 ТАБ. П/П/О,5.0,982.71,257.63000000000005,B,B,B,X
СУПЕРЛИМФ 10ЕД. №10 СУПП. РЕКТ./ВАГИН.,1.0,1372.0,217.33999999999992,C,B,B,
СУПЕРЛИМФ 25ЕД. №10 СУПП. РЕКТ./ВАГИН.,1.0,1818.0,81.86999999999989,C,A,C,
СУПЕРОПТИК 850МГ. №30 КАПС. /АКРИХИН/МЕДАНА/ПОЛЬФА/,2.0,934.0,211.56,B,B,B,
СУПЕРОПТИК 850МГ. №60 КАПС. /АКРИХИН/МЕДАНА/ПОЛЬФА/,1.0,1129.0,292.88,C,B,A,
СУПИРОЦИН-Б 2% 15Г. МАЗЬ Д/НАРУЖ.ПРИМ. ТУБА,1.0,891.0,40.14999999999998,C,B,C,
СУПРАВИТ ВИТАМИН С 550МГ. №20 ШИП.ТАБ.,2.0,522.0,177.0,B,B,B,
СУПРАВИТ ВИТАМИН С 850МГ. №20 ШИП.ТАБ.,2.0,527.0,150.39,B,B,B,
СУПРАВИТ ЖЕЛЕЗО ПЛЮС №20 ШИП.ТАБ.,1.0,306.0,95.57,C,C,C,
СУПРАВИТ Мg №20 ШИП.ТАБ.,2.0,612.0,191.04000000000002,B,B,B,
СУПРАДИН КИДС ИММУНО №30 ПАСТИЛКИ ЖЕВ.,1.0,665.0,156.24,C,B,B,
СУПРАДИН КИДС ИММУНО №60 ПАСТИЛКИ ЖЕВ.,1.0,995.0,258.24,C,B,B,
СУПРАДИН КИДС МИШКИ 4Г. №30 ПАСТИЛКИ ЖЕВ.,1.0,616.0,98.76999999999998,C,B,B,
СУПРАДИН КИДС МИШКИ 4Г. №60 ПАСТИЛКИ ЖЕВ.,6.0,5965.0,1472.1499999999999,A,A,A,Z
СУПРАДИН КИДС РЫБКИ №30 ПАСТИЛКИ ЖЕВ.,2.0,1232.7399999999998,258.25,B,B,B,
СУПРАДИН КИДС РЫБКИ №60 ПАСТИЛКИ ЖЕВ.,3.0,2879.0,667.5699999999999,B,A,A,
СУПРАДИН №10 ШИП.ТАБ.,3.0,1704.0,308.94,B,A,A,
СУПРАДИН №20 ШИП.ТАБ.,13.0,12478.89,1781.5,A,A,A,Z
СУПРАДИН №30 ТАБ. П/О,6.0,6246.68,627.2699999999998,A,A,A,
СУПРАДИН №60 ТАБ. П/О,1.0,1863.0,167.6199999999999,C,A,B,
СУПРАКС 100МГ/5МЛ. 30Г. ГРАН. Д/СУСП. Д/ПРИЕМА ВНУТРЬ 60МЛ. ФЛ.,1.0,859.0,232.48000000000002,C,B,B,
СУПРАКС СОЛЮТАБ 400МГ. №7 ТАБ. ДИСПЕРГ.,8.0,13229.8,2152.1800000000003,A,A,A,Z
"СУПРАСТИН 2% 1МЛ. №5 Р-Р Д/В/В,В/М АМП. /ЭГИС/",7.0,994.1800000000001,132.89999999999998,A,B,B,Z
СУПРАСТИН 25МГ. №20 ТАБ. /ЭГИС/,118.0,15548.18,2334.3100000000004,A,A,A,Z
СУПРАСТИН 25МГ. №40 ТАБ. /ЭГИС/,8.0,2089.0,293.59000000000003,A,A,A,
СУПРАСТИНЕКС 5МГ. №14 ТАБ. П/П/О,8.0,4580.0,1122.77,A,A,A,Z
СУПРАСТИНЕКС 5МГ. №7 ТАБ. П/П/О,2.0,613.75,124.88,B,B,B,
СУПРАСТИНЕКС 5МГ/МЛ. 20МЛ. КАПЛИ Д/ПРИЕМА ВНУТРЬ ФЛ.,2.0,779.99,128.87,B,B,B,
СУПРИМА-БРОНХО 100МЛ. СИРОП ФЛ.,10.0,2594.0,644.31,A,A,A,Z
СУПРИМА-ЛОР МАЛИНА №16 ТАБ. Д/РАСС.,1.0,181.0,51.22,C,C,C,
СУПРИМА-ЛОР МЕД И ЛИМОН №16 ТАБ. Д/РАСС.,2.0,347.0,58.360000000000014,B,C,C,
СУСТАВИТ ГЕЛЬ-БАЛЬЗАМ Д/ТЕЛА МУМИЕ+САБЕЛЬНИК 125МЛ.,2.0,243.0,72.4,B,C,C,
СУСТАМЕД ЖАБИЙ КАМЕНЬ БИО-БАЛЬЗАМ АКТИВИР. Д/ТЕЛА МАСЛО РЫЖИКА 50МЛ.,4.0,299.0,97.66000000000001,B,C,B,
"СФ МЕДИКАЛ ШПРИЦ 2МЛ. 3-Х КОМП. С ПРИЛОЖ.ИГЛОЙ 23G 0,6Х30 1/4 №1 [SF]",20.0,117.0,55.4,A,C,C,
"СФМ ИГЛА Д/ИН. G21 0,8Х40ММ. №1 [SFM]",18.0,80.0,35.9,A,C,C,
"СФМ КАТЕТЕР В/В ПОРТ G22 0,9Х25ММ №1 ГОЛУБ. [SFM]",5.0,275.0,12.349999999999994,B,C,,
"СФМ ПЕРЧАТКИ СМОТР. ГОЛУБЫЕ Н/СТЕР. Н/ОПУДР. НИТРИЛ ТЕКСТУРИР. Р.L(8-8,5) №1 (ПАРА) [SFM]",14.0,392.0,158.2,A,C,B,
"СФМ ПЕРЧАТКИ СМОТР. ГОЛУБЫЕ Н/СТЕР. Н/ОПУДР. НИТРИЛ ТЕКСТУРИР. Р.L(8-8,5) №200 (100ПАР) [SFM]",0.22000000000000003,300.59,83.7718,C,C,C,Z
"СФМ ПЕРЧАТКИ СМОТР. ГОЛУБЫЕ Н/СТЕР. Н/ОПУДР. НИТРИЛ ТЕКСТУРИР. Р.XL(9-9,5) №200 (100ПАР) [SFM]",0.07,172.18,37.079299999999996,,C,C,
СФМ ПЕРЧАТКИ СМОТР. ГОЛУБЫЕ Н/СТЕР. Н/ОПУДР. НИТРИЛ ТЕКСТУРИР. Р.XS(5-6) №100 (50ПАР) [SFM],0.14,123.2,37.1028,C,C,C,
СФМ ПЕРЧАТКИ СМОТР. ГОЛУБЫЕ Н/СТЕР. Н/ОПУДР. НИТРИЛ ТЕКСТУРИР. Р.М(7-8) №1 (ПАРА) [SFM],72.00004799999999,2170.001488,820.7205788800001,A,A,A,Z
СФМ ПЕРЧАТКИ СМОТР. Н/СТЕР. ЛАТ. HIGH RISK СВ/ПРОЧНЫЕ Н/ОПУДР. Р.M(7-8) №50 (25ПАР) [SFM],0.2,209.0,50.5992,C,C,C,
СФМ ПЕРЧАТКИ СМОТР. Н/СТЕР. ЛАТ. ОПУДР. Р.L (8-9) ПАРА [SFM],7.0,211.0,84.44000000000001,A,C,C,
